mag,da,alpha,xc,yc,a,R,N0,axf,AR,lead,sig,alphab,sar,flux,fluxp,fluxn,fint,lat,spt
45.0,0.4999851962966298,-0.0463137059973627,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-4.273525586972456,32.05974092358083,5.757913980139988e+21,5.491009264540907e+21,6.024818695739069e+21,0.5762015464215433,16,1
46.0,0.5110959452865962,-0.046463312284683,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-4.239355017228533,32.35520520634558,6.057732509393245e+21,5.806214729368611e+21,6.309250289417878e+21,0.6062047560556961,16,1
47.0,0.5222066942765625,-0.0466129185720033,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-4.402816303967191,32.37763807189035,6.335476112027312e+21,6.050724181230508e+21,6.620228042824117e+21,0.6339989005841542,16,1
48.0,0.533317443266529,-0.0467625248593236,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-4.140231318177218,32.88051667186102,6.560295517406002e+21,6.231128861925178e+21,6.889462172886826e+21,0.6564968554844154,16,1
49.0,0.5444281922564954,-0.0469121311466439,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-4.0918506283897536,33.22702481874994,6.76184035649151e+21,6.441966272053134e+21,7.081714440929887e+21,0.6766656958587081,16,1
50.0,0.5555389412464619,-0.0470617374339642,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.7913960843765406,33.7733353107713,6.990160987269459e+21,6.642341036897622e+21,7.337980937641297e+21,0.6995140226985955,16,1
51.0,0.5666496902364281,-0.0472113437212845,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.837525126154565,34.12635581739541,7.189168834235686e+21,6.84717401078604e+21,7.531163657685332e+21,0.7194289831456383,16,1
52.0,0.5777604392263944,-0.0473609500086048,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-4.043684014929129,34.25275789088567,7.447500994564743e+21,7.096832426832009e+21,7.798169562297478e+21,0.7452806007254482,16,1
53.0,0.5888711882163606,-0.0475105562959251,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.9921350121133305,34.653170804091246,7.650192660994625e+21,7.27282814087113e+21,8.027557181118122e+21,0.7655642055251188,16,1
54.0,0.5999819372063268,-0.0476601625832454,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.560142465191801,34.701230126288905,7.86991613802014e+21,7.604318529302303e+21,8.135513746737978e+21,0.7875522045962932,16,1
55.0,0.6110926861962926,-0.0478097688705657,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.4323885102391523,35.095427915345404,8.032707275258727e+21,7.795800064472225e+21,8.269614486045229e+21,0.8038429142776342,16,1
56.0,0.6222034351862586,-0.047959375157886,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.48230929078248,35.46998542383055,8.171200442619947e+21,7.940104969736763e+21,8.40229591550313e+21,0.8177020961753833,16,1
57.0,0.6333141841762244,-0.0481089814452063,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.6123899897002127,35.77239198879295,8.246000036140076e+21,7.978312104886145e+21,8.513687967394007e+21,0.8251873836608615,16,1
58.0,0.6444249331661901,-0.0482585877325266,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.278777216884066,35.669139847477716,8.353882747410371e+21,8.067849152465586e+21,8.639916342355155e+21,0.8359833395019004,16,1
59.0,0.655535682156156,-0.0484081940198468,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.1417760898019313,35.73331736633937,8.533824202842887e+21,8.217947057277624e+21,8.849701348408151e+21,0.8539903026561223,16,1
60.0,0.6666464311461218,-0.0485578003071671,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-3.107946579756285,35.82565005829582,8.674012110112435e+21,8.328541147130178e+21,9.019483073094694e+21,0.8680190792646172,16,1
61.0,0.6777571801360875,-0.0487074065944874,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.605683730249777,35.97218454210859,8.734445718784516e+21,8.394296559763282e+21,9.07459487780575e+21,0.8740667449457639,16,1
62.0,0.6888679291260534,-0.0488570128818077,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.7103422321473336,36.090497622508785,8.904122270236602e+21,8.546606922522245e+21,9.261637617950958e+21,0.8910464865110919,16,1
63.0,0.6999786781160194,-0.049006619169128,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.4258026588502095,35.83186543550195,9.060265410703738e+21,8.659717710263699e+21,9.460813111143776e+21,0.9066719229643979,16,1
64.0,0.7110894271059857,-0.0491562254564482,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.3180253116955245,35.59002693460074,9.221096774650719e+21,8.829657981672225e+21,9.612535567629213e+21,0.9227665157177762,16,1
65.0,0.7222001760959518,-0.0493058317437685,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.130111298396942,35.62758758570738,9.416227299333887e+21,9.010237184920982e+21,9.822217413746791e+21,0.9422934677466349,16,1
66.0,0.7333109250859182,-0.0494554380310888,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.1044261021081168,35.84808311517516,9.546855775956502e+21,9.141043682222841e+21,9.95266786969016e+21,0.9553656203519454,16,1
67.0,0.7444216740758846,-0.0496050443184091,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.9092706860548374,36.05991973249951,9.605574056685148e+21,9.205720911583609e+21,1.0005427201786685e+22,0.9612416310523063,16,1
68.0,0.755532423065851,-0.0497546506057294,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.8107504528207092,35.917501295276004,9.701407299127667e+21,9.344330505456357e+21,1.005848409279898e+22,0.9708317817013836,16,1
69.0,0.7666431720558174,-0.0499042568930497,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.6038339677407614,36.06213089747484,9.707189644496556e+21,9.372395435580522e+21,1.004198385341259e+22,0.9714104281269796,16,1
70.0,0.7777539210457838,-0.05005386318037,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.3678415278319682,35.9391842073589,9.725360776721727e+21,9.385194084131803e+21,1.0065527469311649e+22,0.9732288357177299,16,1
71.0,0.7888646700357501,-0.0502034694676903,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.0567135182025198,35.87842429945986,9.804559681028132e+21,9.430082997418534e+21,1.017903636463773e+22,0.9811543676540602,16,1
72.0,0.7999754190257164,-0.0503530757550106,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-0.8934288799273202,35.73382578937809,9.91102050872182e+21,9.594726910919874e+21,1.0227314106523764e+22,0.99180803385366,16,1
73.0,0.8110861680156827,-0.0505026820423309,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-0.9476935745179018,35.56841467573128,9.978745796163858e+21,9.63211150165959e+21,1.0325380090668127e+22,0.9985853868135244,16,1
74.0,0.8221969170056487,-0.0506522883296512,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-0.8217860233109138,35.41119282970794,9.992881858611943e+21,9.649972711641286e+21,1.03357910055826e+22,1.0,16,1
75.0,0.8333076659956147,-0.0508018946169715,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-0.9600628841438343,35.65098620597587,9.941713221785135e+21,9.633417882752348e+21,1.0250008560817924e+22,0.9948794914669475,16,1
76.0,0.8444184149855808,-0.0509515009042917,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-0.9382096807772949,35.74111879918487,9.888507206818765e+21,9.62504919704006e+21,1.0151965216597472e+22,0.9895550999931789,16,1
77.0,0.8555291639755467,-0.051101107191612,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.0699483147820295,36.01081871625109,9.84426860915095e+21,9.56238762017955e+21,1.012614959812235e+22,0.9851280890173921,16,1
78.0,0.8666399129655126,-0.0512507134789323,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.1137173373436782,35.908709004310346,9.816858413251175e+21,9.58788237839082e+21,1.004583444811153e+22,0.9823851169411084,16,1
79.0,0.8777506619554784,-0.0514003197662526,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.4875236379943295,36.23402246742251,9.765803933289691e+21,9.500249031860277e+21,1.0031358834719106e+22,0.9772760322262235,16,1
80.0,0.8888614109454441,-0.0515499260535729,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.620266344174933,36.45678556071049,9.707978379790972e+21,9.445995590393694e+21,9.96996116918825e+21,0.9714893578397068,16,1
81.0,0.8999721599354099,-0.0516995323408932,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.658803076417973,36.527651846192825,9.586189062425312e+21,9.284448910550421e+21,9.887929214300204e+21,0.9593017507921261,16,1
82.0,0.9110829089253756,-0.0518491386282135,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.7310191670207353,36.272013567058224,9.505266462332406e+21,9.195502252766833e+21,9.815030671897981e+21,0.9512037264946441,16,1
83.0,0.9221936579153416,-0.0519987449155338,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-1.9646367751524587,36.16293152797867,9.44730836371773e+21,9.194730997931907e+21,9.699885729503552e+21,0.9454037881550621,16,1
84.0,0.9333044069053072,-0.0521483512028541,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.0771205411330196,35.91991254836472,9.412696528596957e+21,9.202606153771834e+21,9.622786903422079e+21,0.9419401391686645,16,1
85.0,0.9444151558952733,-0.0522979574901743,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.217993239460465,35.91811396386823,9.319481805936104e+21,9.086443259959739e+21,9.552520351912468e+21,0.9326120270204636,16,1
86.0,0.9555259048852393,-0.0524475637774946,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.244699029756482,35.912500761625175,9.234869528194486e+21,9.007892211102553e+21,9.461846845286418e+21,0.9241447721345573,16,1
87.0,0.9666366538752053,-0.0525971700648148,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.202692787846346,35.93743388219146,9.080842488660037e+21,8.901975694275542e+21,9.259709283044533e+21,0.9087310965088711,16,1
88.0,0.9777474028651711,-0.0527467763521351,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.4723792646002094,35.700247206320775,9.039131143677929e+21,8.825510550611336e+21,9.252751736744521e+21,0.9045569908232163,16,1
89.0,0.9888581518551371,-0.0528963826394554,50.37096730702383,27.562845044410867,9.305508357320605,20.82908240090756,-0.0969705414687606,7.780385698165845e+21,10344,1,220.12417203812225,-2.6004981601259773,35.39813176083342,8.951086733521932e+21,8.785783547806256e+21,9.116389919237608e+21,0.8957462782178112,16,1
