,da,alpha,a,R,N0,axf,xc,yc,mag,AR,lead
0,0.40291032820430817,-0.12381441078456949,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,53.92042824433327,41.86991522488145,0,10987,1
1,0.4016487875491937,-0.13121321401267433,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,54.2834663429039,41.68268177487093,5,10987,1
2,0.413175156352188,-0.12039885890961016,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,55.661030118328604,41.22981756984014,10,10987,1
3,0.47096058866975815,-0.0935000449722808,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,56.58998383897256,40.61459858084939,15,10987,1
4,0.463344300299446,-0.09259442291739992,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,57.64920411422805,40.10847030790267,20,10987,1
5,0.44087266525988467,-0.10041509198694012,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,58.35912746640267,39.80372145838311,25,10987,1
6,0.4561563747730677,-0.10093681778216058,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,58.80229626009285,39.45141943164172,30,10987,1
7,0.44738897905655334,-0.09842490918203026,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,58.67274436897183,38.830244814769586,35,10987,1
8,0.4249991359259993,-0.10189232982762014,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,59.91233216237252,38.87533619157195,40,10987,1
9,0.404436510924009,-0.11404909202410779,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,60.32849610467796,38.17817160252839,45,10987,1
10,0.37514868320035455,-0.09514642679976813,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,60.646937322502595,37.57727244461143,50,10987,1
11,0.33729537934403353,-0.08264888818639826,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,61.178060148370335,37.411929886692484,55,10987,1
12,0.32200823135254897,-0.08678146035840938,14.603294308202589,33.427699740177545,-0.6212048996824012,670615.0686778511,61.209503921134406,37.197191709132106,60,10987,1
