mag,da,alpha,a,R,N0,axf,xc,yc,alphab,Dalpha,Dalphab,MSP,MSN,sar,lsep,fsep,lsize,fsize,am,elon,lead,flux,fluxp,fluxn,fint,lat,AR,spt,day
38.0,0.31702072705920287,-0.03624122106750688,10.306757132813036,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,91.2297108688494,47.11260344824396,-7.8668099833549805,-0.6364290497871181,-2.710543253309357,22.293670625108543,21.91881244703631,59.81978800027976,28.906889121954062,30.91289887832569,22.293670625108543,21.91881244703631,10.671491849632796,0.26462286267991175,1,2.198970940451098e+22,2.2727117093167778e+22,2.1252301715854187e+22,0.8174711801266246,28,8214,1,3.0
39.0,0.3230983827790962,-0.035081750495066864,10.349889407592574,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,91.49309621171024,47.146513565337926,-7.700429244455625,-0.5699962795166876,-2.5441625144100017,22.57644740339534,22.105847874515625,60.28608892965132,29.15092148299562,31.1351674466557,22.57644740339534,22.105847874515625,10.597456478754154,0.2691376203084293,1,2.207497060335885e+22,2.280154238957545e+22,2.1348398817142255e+22,0.8206407796678937,28,8214,1,3.0
40.0,0.32963998561866087,-0.03413240850595901,10.282271408493111,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,92.10479274829775,47.22480702622931,-7.474358171755105,-0.5156029902262529,-2.3180914417094813,22.642070541472027,22.198706239859188,61.28229241509887,29.42989415110866,31.852398263990217,22.642070541472027,22.198706239859188,10.578310552047949,0.26577315454116,1,2.232496216560207e+22,2.320747341860427e+22,2.144245091259987e+22,0.8299342584333175,28,8214,1,3.0
41.0,0.3350458526592877,-0.03210147109329782,10.266177354546345,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,92.58939528634144,47.25938483202504,-7.313891231317185,-0.3992388480255476,-2.1576245012715614,22.814111086422848,22.725513951315126,61.670468173513285,29.506009496900845,32.16445867661244,22.814111086422848,22.725513951315126,10.490705895851848,0.2734682373259997,1,2.2491784920093296e+22,2.3461345699214343e+22,2.1522224140972244e+22,0.8361359226516695,28,8214,1,3.0
42.0,0.3413764115469541,-0.03060509745892287,10.306032947559439,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,92.9975217751658,47.377892866067135,-7.1895654532657085,-0.3135029542012108,-2.033298723220085,23.284542718576134,23.24130206471989,61.79090972854357,29.729939451677396,32.06097027686617,23.284542718576134,23.24130206471989,10.438050165543888,0.28409731401854277,1,2.2568243324625116e+22,2.3419618892506758e+22,2.1716867756743478e+22,0.8389782768198608,28,8214,1,3.0
43.0,0.34788592341913455,-0.027517101479175656,10.338561096618806,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,93.34616618961188,47.39583829005793,-7.189656928530777,-0.13657381740832986,-2.0333901984851535,23.467301543898774,23.347855038267397,62.511719621974215,30.100891927426503,32.41082769454772,23.467301543898774,23.347855038267397,10.442528919833974,0.28246919397273834,1,2.279486144197265e+22,2.3637178147860797e+22,2.1952544736084496e+22,0.8474028438033679,28,8214,1,3.0
44.0,0.3541683334119698,-0.02520979235491541,10.407043542992822,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,93.605758232331,47.4195442226642,-6.9961274402786895,-0.004374742556191788,-1.839860710233066,23.84895550479041,23.63604520716705,62.80987881608398,30.283012986735923,32.526865829348054,23.84895550479041,23.63604520716705,10.425209957204274,0.2857128279672281,1,2.3163390216904016e+22,2.3990891240030086e+22,2.2335889193777945e+22,0.8611029635735712,28,8214,1,4.0
45.0,0.36156270271847796,-0.02278833628144995,10.473600787541608,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,93.80054908980397,47.45738283251428,-6.874758743797199,0.1343644707296994,-1.7184920137515753,23.9315717782342,23.889361875953895,63.32347600269686,30.792814227926645,32.530661774770216,23.9315717782342,23.889361875953895,10.341498884366185,0.2869813604410583,1,2.3274744636867158e+22,2.391349601982768e+22,2.2635993253906634e+22,0.8652425830394342,28,8214,1,4.0
46.0,0.363773173122236,-0.020131819718719017,10.446661168259267,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,94.59767588990276,47.63425804180833,-6.742152030924724,0.2865716579807822,-1.5858853008791005,24.100610462162283,24.99696406102724,62.96295001407889,30.50929149350334,32.45365852057555,24.100610462162283,24.99696406102724,10.411924943341138,0.302358195931799,1,2.3675042106598847e+22,2.440615415306941e+22,2.2943930060128284e+22,0.8801237094319521,28,8214,1,4.0
47.0,0.3674358861311119,-0.018311842816281967,10.382052107897755,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,95.0886961684041,47.836662056315525,-6.545284234771253,0.390848653301718,-1.3890175047256292,24.332278444527628,25.576305977656418,62.80397939768093,30.21877788108908,32.58520151659186,24.332278444527628,25.576305977656418,10.466035191499508,0.30734024544198,1,2.4116086949910116e+22,2.5024769468142623e+22,2.320740443167761e+22,0.8965196263546406,28,8214,1,4.0
48.0,0.3692021868647896,-0.017315693825784097,10.274850297297434,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,95.8810134020656,47.99256359840625,-6.2504295655555415,0.44792378622346346,-1.094162835509918,24.027769477163865,26.433086097408843,63.097957881203946,30.372322580255922,32.72563530094803,24.027769477163865,26.433086097408843,10.433749645296711,0.31199288217946936,1,2.440522391849572e+22,2.531544551404824e+22,2.34950023229432e+22,0.9072683422462395,28,8214,1,4.0
49.0,0.37414268100578457,-0.016140061939518644,10.240148275426536,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,96.35062173068334,48.09104727728288,-6.082505144683765,0.5152825315674779,-0.9262384146381413,23.992825741464987,26.916809674066645,63.528532862352556,30.570802222216862,32.95773064013569,23.992825741464987,26.916809674066645,10.391294699597104,0.313548445087254,1,2.4625683887510553e+22,2.5550933409786522e+22,2.3700434365234584e+22,0.9154639790200598,28,8214,1,4.0
50.0,0.3764000426297879,-0.017581259838031774,10.21411523825986,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,97.05103034476616,48.21739754640796,-6.102595535133814,0.432707974539552,-0.9463288050881902,24.042578527268756,28.184879851152605,63.08868809179698,30.384786125777243,32.70390196601974,24.042578527268756,28.184879851152605,10.423475061543527,0.32665280936507524,1,2.4785971739186025e+22,2.5697094500092247e+22,2.3874848978279808e+22,0.9214227071168591,28,8214,1,4.0
51.0,0.3757272138065035,-0.019130654472304345,10.188188421301785,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,98.01360854060948,48.29084936051391,-6.193083620546404,0.343934201195518,-1.0368168905007806,23.93525432358596,29.293080326358872,62.959267127744674,30.115265730139445,32.84400139760522,23.93525432358596,29.293080326358872,10.398846729661482,0.33451052157163563,1,2.5080646789105663e+22,2.616767430036435e+22,2.399361927784698e+22,0.9323773021222057,28,8214,1,4.0
52.0,0.37692712957360325,-0.01979059077418082,10.132960472993473,70.30565660365066,0.9088892107543088,1.6050121703171897e+22,98.67313464225124,48.4076787381912,-6.031803448203915,0.3061226363505245,-0.8755367181582914,24.104389807404388,30.133320133598705,62.77041445568121,29.927845828570366,32.84256862711085,24.104389807404388,30.133320133598705,10.43818863661981,0.34653574094649503,1,2.5398511567728045e+22,2.6577882794720968e+22,2.4219140340735126e+22,0.9441939792288082,28,8214,1,4.0
