,da,alpha,a,R,N0,axf,xc,yc,mag,AR,lead
0,0.0573107900984878,-0.2661326608039577,6.630329320404673,16.28733305387665,0.14689552906790726,408988.0838107759,44.4891988043378,36.90912244641471,0,10132,-1
1,0.16522609563723373,0.07234404971285457,6.630329320404673,16.28733305387665,0.14689552906790726,408988.0838107759,44.589975425537595,36.13866692073749,5,10132,-1
2,0.2664560732843176,0.1954081119441093,6.630329320404673,16.28733305387665,0.14689552906790726,408988.0838107759,44.69460760208221,37.02176347490745,10,10132,-1
3,0.34293440875657594,0.2819818830125608,6.630329320404673,16.28733305387665,0.14689552906790726,408988.0838107759,44.31682268783349,37.44265044484824,15,10132,-1
4,0.39714655897916173,0.4014705261305633,6.630329320404673,16.28733305387665,0.14689552906790726,408988.0838107759,44.04226502304144,38.50784671462979,20,10132,-1
5,0.43470216448719146,0.38729995904629,6.630329320404673,16.28733305387665,0.14689552906790726,408988.0838107759,43.86682948751608,38.7767740937924,25,10132,-1
6,0.4512295962484719,0.37794543790526186,6.630329320404673,16.28733305387665,0.14689552906790726,408988.0838107759,43.110329432560526,38.76401399013305,30,10132,-1
0,0.18320482680344896,0.04423895812045689,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,73.45747797969139,45.93222062546303,0,10323,1
1,0.16454442621047438,0.0657252190954191,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,73.38108543479285,46.829892881723225,5,10323,1
2,0.17457630053994252,0.014743296041464423,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,73.12180322488095,47.976741265400165,10,10323,1
3,0.19151150290905633,-0.04824116489480508,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,71.99680682792601,48.687741309168416,15,10323,1
4,0.22931586738087048,-0.04709832356504561,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,71.72115652042069,49.00963649099348,20,10323,1
5,0.2687388975076578,-0.01001453833309141,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,70.6759432629196,49.583589057239,25,10323,1
6,0.28544895731778763,0.10655224621639572,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,69.97889319201788,49.63044123247552,30,10323,1
7,0.3297050323808965,0.13698082264648462,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,70.25019719483458,49.41451343100554,35,10323,1
8,0.3546019511598681,0.12133360491237809,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,71.02087293469638,49.37643854808229,40,10323,1
9,0.3749179796841826,0.1273093361220706,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,72.57437095532566,49.317058301247314,45,10323,1
10,0.40469645709693197,0.12856533945309426,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,73.50796147735215,49.121462246547566,50,10323,1
11,0.4232366570720305,0.12300956232866862,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,75.55299385869795,49.326976967257316,55,10323,1
12,0.44145622661674566,0.10029975207700523,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,76.21518462188452,50.16848323827121,60,10323,1
13,0.46705216122323084,0.083028992864975,14.503556761065415,38.855783021777114,0.08705599693474116,1023861.9950600654,76.7588429527328,50.3898480311932,65,10323,1
0,0.70619969596389,-0.10067799576441089,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,54.00668431235493,38.033369597634504,0,10344,-1
1,0.7519092182885107,-0.0878506891595347,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,53.86581518065268,37.84098335088321,5,10344,-1
2,0.7978930114857131,-0.08936957572992874,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,53.3291087560637,37.2544175511018,10,10344,-1
3,0.8194865896932728,-0.07733044473283134,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,53.00771495213633,36.95002692650724,15,10344,-1
4,0.7879131635408039,-0.08191633082723511,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.14057456103289,36.721109463122424,20,10344,-1
5,0.777248351857323,-0.06641906727671294,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.282163692607256,36.67851841537731,25,10344,-1
6,0.7710793912762055,-0.05571459679922819,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.395058852870804,36.88483407777165,30,10344,-1
7,0.7514890606315981,-0.06950310120867152,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.35767453184258,36.85398126497916,35,10344,-1
8,0.6761612692549259,-0.11468913233024167,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.42007882806186,36.73796782699292,40,10344,-1
9,0.5960329859275079,-0.13652148622450178,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.78832025238166,36.79339070810309,45,10344,-1
10,0.5219282435153063,-0.17183019901063465,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.76632836137426,36.67335206602374,50,10344,-1
11,0.46785006862647543,-0.24061471668031165,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.95591599613323,36.59646783437244,55,10344,-1
12,0.450573353320151,-0.23651730954827152,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.48870957094754,36.175633797522224,60,10344,-1
13,0.41628106487617705,-0.2386445003583168,9.380344123105289,21.924683913494437,-0.5660785961389005,502817.33959214174,52.63512800459118,35.172605674128704,65,10344,-1
